MS Zoning,Year Built,Overall Qual,Overall Cond,Lot Area,Garage Area,Pool Area,Bedroom AbvGr,Full Bath,TotRms AbvGrd,SalePrice
RL,1977.0,5.0,7,8800,484.0,0,3,2.0,5,150500
RL,1978.0,5.0,8,7000,336.0,0,3,1.0,6,136500
RL,,5.0,7,9286,252.0,0,3,1.0,5,143500
RL,,5.0,6,15523,338.0,0,3,1.0,5,133500
RL,1972.0,5.0,5,7200,600.0,0,2,1.0,6,123000
RL,1972.0,5.0,8,7200,396.0,0,2,1.0,5,133900
RL,,5.0,7,8445,396.0,0,2,1.0,5,133000
RL,2002.0,7.0,5,11664,1231.0,0,3,2.0,6,250000
RL,2003.0,8.0,5,12334,570.0,0,4,,8,254750
RL,2001.0,8.0,5,11838,522.0,0,3,2.0,7,236500
RL,2001.0,8.0,5,11885,531.0,0,3,2.0,7,261500
RL,,9.0,5,11050,736.0,0,3,,8,313000
RL,2002.0,7.0,5,8749,550.0,0,3,2.0,6,198500
RL,2001.0,7.0,5,11250,608.0,0,3,2.0,6,211000
RL,,8.0,5,15750,521.0,0,2,2.0,5,220000
RL,1996.0,7.0,5,11883,478.0,0,3,,6,203000
RL,2002.0,8.0,5,12782,523.0,0,3,2.0,7,279500
RL,1997.0,7.0,5,8750,511.0,0,3,,7,210000
RL,1997.0,7.0,5,9375,645.0,0,3,2.0,8,219500
RL,,7.0,5,8750,512.0,0,2,2.0,7,191000
RL,2001.0,7.0,5,9100,573.0,0,3,2.0,6,178000
RL,,7.0,5,9750,451.0,0,3,2.0,6,213000
RM,2003.0,6.0,5,4435,420.0,0,1,1.0,4,144000
RM,2003.0,6.0,5,4435,420.0,0,1,1.0,4,140000
RL,2007.0,8.0,5,10200,810.0,0,3,2.0,7,293200
RL,2004.0,7.0,5,9313,572.0,0,3,2.0,7,190000
RL,,7.0,5,8487,570.0,0,3,2.0,6,190000
RL,2005.0,6.0,5,8633,540.0,0,3,,7,173500
RL,,6.0,5,11069,440.0,0,3,2.0,6,170000
RL,1949.0,4.0,5,8777,520.0,0,2,2.0,5,108000
RL,1964.0,5.0,7,9937,480.0,0,3,1.0,7,167000
RL,,4.0,6,8877,288.0,0,2,1.0,3,100000
RL,2003.0,7.0,5,7301,672.0,0,4,3.0,7,198500
RL,1977.0,6.0,6,7950,440.0,0,3,1.0,6,159500
RL,1960.0,4.0,6,10682,544.0,0,3,1.0,7,127000
RL,1976.0,6.0,6,7200,352.0,0,3,,6,125000
RL,2007.0,9.0,5,13286,768.0,0,3,2.0,8,320000
RM,2005.0,6.0,5,3675,525.0,0,2,1.0,5,145500
RL,1947.0,5.0,9,9405,0.0,0,2,1.0,4,118000
RL,1959.0,4.0,5,6410,320.0,0,3,1.0,5,85000
RL,1950.0,5.0,5,11767,195.0,0,3,1.0,6,120000
RL,1945.0,4.0,3,8405,240.0,0,4,2.0,9,98000
RL,1922.0,5.0,8,4060,0.0,0,2,,4,99900
RL,1952.0,3.0,3,10206,528.0,0,2,1.0,4,82000
RL,1959.0,5.0,5,10926,0.0,0,6,2.0,10,119900
RL,1956.0,5.0,5,11767,313.0,0,2,1.0,7,103500
RL,1956.0,4.0,3,8926,288.0,0,3,1.0,5,112000
RL,1920.0,6.0,8,12354,528.0,0,3,,7,110000
RL,1941.0,5.0,6,8212,256.0,0,3,1.0,6,122000
RL,1941.0,5.0,5,10998,660.0,0,3,2.0,6,117000
RH,1938.0,5.0,4,6300,250.0,0,3,1.0,7,160000
RH,1932.0,,5,4500,281.0,0,3,,6,159434
RL,1920.0,,5,8400,246.0,0,1,1.0,3,60000
RL,1940.0,6.0,7,9900,240.0,0,3,,7,139500
RL,1920.0,7.0,3,15863,672.0,0,5,2.0,12,197000
RL,1935.0,6.0,6,5707,180.0,0,3,,6,105000
RL,1928.0,4.0,3,7804,576.0,0,4,2.0,7,135000
RL,1916.0,6.0,8,8574,440.0,0,3,1.0,6,147500
RL,,6.0,6,6171,216.0,0,3,,7,137450
RL,,7.0,9,7200,576.0,0,3,1.0,6,155000
RL,,6.0,6,7558,342.0,0,3,1.0,9,177000
RL,1928.0,7.0,7,6292,216.0,0,3,2.0,6,145000
RL,1918.0,7.0,8,7155,215.0,0,3,,6,137000
RL,1926.0,7.0,9,10918,282.0,0,3,,9,234000
RL,1940.0,5.0,6,13680,440.0,0,2,1.0,6,205000
RL,1942.0,6.0,7,7500,213.0,0,3,,7,177500
RL,1940.0,5.0,7,9600,256.0,0,2,1.0,7,160000
RL,1960.0,5.0,4,14680,307.0,0,2,1.0,5,155000
RL,1921.0,5.0,7,13360,432.0,0,2,1.0,5,163500
RL,,5.0,6,7681,186.0,0,3,1.0,7,154900
RL,1940.0,7.0,6,8145,400.0,0,5,2.0,13,205000
RL,1954.0,5.0,6,9100,390.0,0,2,1.0,6,144800
RL,1941.0,7.0,7,12000,234.0,0,3,1.0,7,174500
RL,1960.0,6.0,6,13339,463.0,0,3,2.0,6,193000
RL,1949.0,,7,15600,295.0,0,3,2.0,7,158000
RL,1950.0,6.0,8,14000,300.0,0,3,1.0,6,158500
RL,1954.0,6.0,5,17500,576.0,0,3,,6,224000
RM,1980.0,6.0,6,1733,452.0,0,2,1.0,5,115000
RM,1980.0,6.0,6,1488,462.0,0,2,1.0,5,137000
RM,1980.0,6.0,6,1612,462.0,0,2,,5,121000
RM,1980.0,6.0,6,1300,462.0,0,2,1.0,5,124000
RL,1986.0,6.0,6,13607,501.0,0,3,,6,208000
RL,1971.0,7.0,9,17597,551.0,0,3,2.0,7,315000
RL,1988.0,6.0,9,21695,540.0,0,3,,5,222000
RM,1920.0,5.0,7,10690,468.0,0,3,,6,147000
RM,,5.0,6,8660,576.0,0,5,2.0,11,123000
RM,1920.0,5.0,5,6402,189.0,0,3,1.0,6,78000
C (all),1915.0,3.0,2,8470,0.0,0,2,1.0,6,85000
C (all),1925.0,4.0,6,10200,200.0,0,2,1.0,4,75000
RM,,8.0,5,3843,482.0,0,2,2.0,5,230000
I (all),,2.0,4,21780,280.0,0,1,1.0,4,57625
RL,2000.0,8.0,5,10125,642.0,0,3,2.0,7,251000
RL,2003.0,7.0,5,12822,670.0,0,1,1.0,6,239686
RL,2004.0,7.0,5,12118,550.0,0,3,2.0,7,240000
RL,2001.0,6.0,5,12209,560.0,0,3,2.0,7,215000
RL,1977.0,6.0,6,9750,351.0,0,2,1.0,5,156450
RL,1977.0,6.0,7,9360,541.0,0,2,1.0,5,173000
RL,1977.0,5.0,5,10125,539.0,0,4,2.0,8,126000
RL,1990.0,7.0,5,9947,497.0,0,3,2.0,6,173000
RL,1991.0,,5,11070,672.0,0,2,,5,152000
RL,1958.0,6.0,6,14375,525.0,0,3,,7,137500
RL,1965.0,7.0,5,215245,513.0,0,3,2.0,8,375000
RL,2007.0,9.0,5,12898,912.0,0,2,2.0,6,315500
RL,2009.0,7.0,5,13159,650.0,0,3,2.0,6,224500
RL,2008.0,9.0,5,13438,780.0,0,3,2.0,9,410000
RL,2008.0,9.0,5,14463,885.0,0,3,,7,316500
RL,,8.0,5,8925,610.0,0,3,2.0,7,201000
RL,1988.0,6.0,5,11457,576.0,0,3,2.0,6,175000
RL,1980.0,6.0,8,9839,440.0,0,3,2.0,7,204000
RL,1987.0,7.0,5,14419,578.0,0,3,2.0,7,213500
RL,2001.0,8.0,5,6853,471.0,0,2,,6,220000
RL,,7.0,5,9157,486.0,0,3,2.0,9,170000
RL,2006.0,9.0,5,14601,765.0,0,2,2.0,8,315000
RL,2007.0,9.0,5,12633,920.0,0,2,2.0,7,425000
RL,1968.0,5.0,7,12518,384.0,0,3,1.0,6,139500
RL,1960.0,5.0,4,21750,336.0,0,3,1.0,9,115000
RM,1998.0,6.0,5,4500,412.0,0,2,,5,162000
RM,1999.0,6.0,5,4500,402.0,0,2,2.0,5,165000
RM,1973.0,,5,1596,297.0,0,2,1.0,5,91000
RL,,5.0,6,9858,288.0,0,3,1.0,5,130000
RM,1970.0,4.0,8,1526,286.0,0,1,1.0,3,86000
RL,1969.0,5.0,5,13383,504.0,0,3,2.0,7,160000
RM,1970.0,4.0,4,1477,286.0,0,1,1.0,3,80000
RM,1970.0,,6,1533,0.0,0,3,1.0,6,97000
RM,1970.0,4.0,4,2217,286.0,0,3,1.0,6,88000
RL,1972.0,5.0,8,7689,336.0,0,2,1.0,4,131900
RL,,6.0,5,7706,429.0,0,2,1.0,5,131250
RL,1978.0,,6,9101,602.0,0,1,1.0,4,165500
RL,,5.0,5,8780,0.0,0,3,1.0,5,112000
RL,1992.0,5.0,6,7669,698.0,0,2,1.0,5,149000
RL,,5.0,5,14115,480.0,0,1,1.0,5,143000
RL,1992.0,5.0,5,10429,440.0,0,3,,6,130000
RL,1977.0,6.0,5,9819,714.0,0,2,2.0,5,196000
RL,,5.0,7,10457,898.0,0,4,,7,173000
RL,1958.0,6.0,8,11029,601.0,0,3,,6,176500
RL,1970.0,6.0,7,12925,550.0,0,4,,7,237500
RL,1969.0,6.0,5,11075,576.0,0,4,2.0,9,206900
RL,1997.0,6.0,5,8702,470.0,0,3,,7,187500
RL,,6.0,5,8139,420.0,0,3,2.0,7,165000
RL,1998.0,6.0,5,9535,472.0,0,3,2.0,7,195500
RL,1998.0,6.0,5,9042,472.0,0,3,2.0,7,192000
RL,1996.0,6.0,5,15038,386.0,0,3,2.0,7,173000
RL,1996.0,,5,14137,404.0,0,3,2.0,7,177900
RL,1996.0,7.0,5,21872,406.0,0,3,2.0,6,175000
RL,2001.0,8.0,5,4923,682.0,0,0,,5,286000
RL,1997.0,8.0,5,6264,528.0,0,1,1.0,6,247900
RL,1993.0,8.0,5,5395,462.0,0,2,2.0,5,180000
RL,1992.0,8.0,5,5070,506.0,0,2,,5,180000
RL,1997.0,6.0,5,10839,470.0,0,3,2.0,7,181000
RL,1998.0,6.0,5,11184,460.0,0,3,,7,183000
RL,1995.0,6.0,5,8000,431.0,0,3,2.0,8,188000
RL,1994.0,7.0,5,10832,409.0,0,3,,7,194500
RL,1991.0,6.0,5,14067,416.0,0,3,2.0,7,185000
RL,,8.0,5,4671,472.0,0,2,2.0,5,189000
RL,1989.0,8.0,5,5950,462.0,0,2,2.0,5,188500
RL,2005.0,8.0,5,13543,683.0,0,5,3.0,9,355000
RL,2005.0,9.0,5,11198,656.0,0,4,2.0,11,325000
RL,2004.0,9.0,5,15401,670.0,0,2,2.0,7,387000
RL,1952.0,6.0,2,31220,495.0,0,3,1.0,7,115000
RL,2007.0,9.0,5,8118,557.0,0,2,,6,334000
RL,1950.0,6.0,5,47280,738.0,0,3,2.0,6,133000
RL,1986.0,7.0,6,20544,542.0,0,3,2.0,7,215000
RL,1988.0,7.0,6,12680,528.0,0,2,2.0,6,226500
RL,,6.0,6,12090,576.0,0,3,2.0,7,175500
RL,1983.0,7.0,7,10825,598.0,0,3,2.0,6,181900
RL,1978.0,7.0,5,18559,550.0,0,3,2.0,7,235000
RL,1979.0,7.0,5,14450,551.0,0,3,2.0,6,220000
RL,1977.0,6.0,7,12227,619.0,0,4,,11,272000
RL,1976.0,6.0,5,13068,461.0,0,3,2.0,6,161000
RL,1977.0,5.0,6,15611,540.0,0,3,,6,175000
RL,1980.0,7.0,6,10400,489.0,0,3,2.0,7,185000
RL,,5.0,6,9743,484.0,0,3,1.0,7,146900
RL,1978.0,7.0,7,12511,1314.0,0,4,,8,292500
RL,1976.0,6.0,5,11361,478.0,0,3,2.0,7,180000
RL,1976.0,6.0,5,10400,473.0,0,2,2.0,5,159900
RL,1976.0,7.0,6,10480,483.0,0,4,2.0,8,205000
RL,1973.0,5.0,6,10000,439.0,0,3,1.0,5,157000
RL,,8.0,5,14311,787.0,0,4,,9,306000
RL,,5.0,5,9000,480.0,0,4,2.0,8,133000
RL,1969.0,6.0,8,9750,460.0,0,3,1.0,6,151000
RL,1969.0,4.0,6,10295,288.0,0,2,1.0,4,111900
RL,1971.0,5.0,5,7560,576.0,0,3,1.0,5,123000
RL,1972.0,4.0,5,12735,576.0,0,3,,5,111250
RH,1998.0,6.0,5,4060,511.0,0,2,2.0,5,181000
RM,,6.0,5,1680,264.0,0,2,1.0,5,103400
RM,1973.0,6.0,5,1680,264.0,0,2,1.0,5,100000
RM,1972.0,6.0,6,1890,352.0,0,2,1.0,5,100500
RM,1970.0,,6,1869,280.0,0,2,1.0,5,106000
RM,1971.0,6.0,5,1680,264.0,0,2,1.0,4,85400
RM,,6.0,3,1680,264.0,0,2,1.0,5,89500
RM,1972.0,5.0,5,1680,264.0,0,3,2.0,6,111750
RL,,6.0,6,4043,440.0,0,2,2.0,4,140000
RL,1975.0,6.0,6,2308,460.0,0,4,,7,143000
RL,,7.0,6,2529,440.0,0,2,,4,148500
RL,1966.0,5.0,5,9477,264.0,0,3,1.0,5,110000
RL,2008.0,8.0,5,12444,774.0,0,2,2.0,7,394617
RL,2007.0,10.0,5,12474,846.0,0,3,2.0,9,426000
RL,2007.0,10.0,5,14803,1220.0,0,2,2.0,7,385000
RL,,9.0,5,14948,858.0,0,3,2.0,11,446261
RL,2007.0,8.0,5,12704,905.0,0,3,,7,317500
RL,2007.0,8.0,5,13891,866.0,0,2,2.0,6,372402
RL,2007.0,8.0,5,13693,650.0,0,4,2.0,9,417500
RL,2007.0,9.0,5,14418,706.0,0,2,2.0,7,383000
RL,2006.0,9.0,5,13418,850.0,0,4,2.0,9,390000
RL,,10.0,5,12539,1150.0,0,4,2.0,10,460000
RL,2005.0,9.0,5,12151,1003.0,0,3,2.0,9,379000
RL,,8.0,5,8899,656.0,0,4,,10,250000
RL,,8.0,5,10574,756.0,0,4,2.0,9,316000
RL,2003.0,10.0,5,12720,789.0,144,1,1.0,7,615000
RL,2003.0,9.0,5,13688,726.0,0,3,2.0,10,412500
RL,,7.0,5,10625,871.0,0,3,2.0,8,284000
RL,2003.0,8.0,5,10845,732.0,0,2,2.0,7,284000
RL,,8.0,5,16900,746.0,0,4,2.0,10,421250
RL,2003.0,8.0,5,16451,795.0,0,4,,9,370000
RL,2008.0,9.0,5,10110,870.0,0,2,2.0,7,336860
RL,2008.0,9.0,5,8769,1052.0,0,1,1.0,7,367294
RL,2005.0,7.0,5,12304,484.0,0,2,2.0,6,192000
RL,2003.0,8.0,5,12677,588.0,0,1,1.0,6,274000
RL,2005.0,,5,8849,564.0,0,2,2.0,6,266000
RL,,9.0,5,8232,944.0,0,2,2.0,6,370967
RL,2006.0,8.0,5,6240,550.0,0,2,2.0,6,234250
RL,2006.0,8.0,5,6240,550.0,0,2,2.0,6,219500
RL,2003.0,7.0,5,2448,474.0,0,2,2.0,6,155000
RL,2003.0,7.0,5,2448,474.0,0,2,,6,154000
RM,2004.0,7.0,5,8198,484.0,0,2,,6,207000
RL,2003.0,7.0,5,3940,644.0,0,2,,6,195000
RM,2004.0,7.0,5,3940,668.0,0,2,2.0,7,219990
RL,2005.0,7.0,5,3182,437.0,0,2,2.0,7,191000
RL,2007.0,7.0,5,3182,388.0,0,2,2.0,6,159895
RL,2007.0,7.0,5,3710,428.0,0,2,2.0,5,187687
RL,2004.0,6.0,5,9024,393.0,0,3,,8,179000
RL,2004.0,6.0,5,7415,398.0,0,3,2.0,8,193000
RL,2005.0,7.0,5,9587,400.0,0,2,2.0,5,190000
RL,2005.0,6.0,5,8029,400.0,0,3,2.0,8,176000
RL,2002.0,7.0,5,8010,400.0,0,3,2.0,7,188000
RL,2003.0,7.0,5,8396,434.0,0,4,2.0,9,213000
RL,2007.0,,6,7301,484.0,0,2,2.0,6,217300
RL,2000.0,6.0,5,10261,451.0,0,3,2.0,8,186500
RL,2000.0,7.0,5,8220,431.0,0,3,,8,226750
RL,2004.0,7.0,5,15384,388.0,0,3,2.0,8,184000
RL,2002.0,7.0,5,7750,403.0,0,3,2.0,6,176000
RL,1999.0,7.0,5,12460,400.0,0,4,2.0,8,225000
RL,1999.0,7.0,5,8390,450.0,0,3,2.0,7,185900
RL,,8.0,5,9660,516.0,0,3,2.0,9,284500
RL,1998.0,8.0,5,9200,696.0,0,4,,8,315000
RL,2000.0,8.0,5,14260,836.0,0,4,2.0,9,250000
RL,2000.0,9.0,5,11000,687.0,0,4,2.0,8,291000
RL,1998.0,8.0,5,11675,938.0,0,2,2.0,5,350000
RL,1996.0,7.0,5,10990,576.0,0,4,,12,279500
RL,1995.0,8.0,7,11929,751.0,0,4,2.0,9,290000
RL,,8.0,6,10437,839.0,0,2,,7,350000
RL,,7.0,5,10542,983.0,0,3,2.0,9,341000
RL,1993.0,7.0,5,10010,783.0,0,4,2.0,9,287500
RL,1994.0,7.0,5,10944,525.0,0,3,2.0,5,271000
RL,1994.0,8.0,5,14303,691.0,0,2,2.0,7,301500
RL,,8.0,5,11932,830.0,0,3,,7,235128
RL,2007.0,6.0,5,14598,668.0,0,4,2.0,9,214000
RL,2006.0,8.0,5,11957,824.0,0,3,2.0,7,232000
RL,2006.0,,5,13253,642.0,0,3,2.0,7,240000
RL,,9.0,5,14587,592.0,0,2,2.0,6,264132
RL,2007.0,8.0,5,10206,758.0,0,3,,6,245000
RL,2008.0,7.0,5,12274,554.0,0,3,2.0,6,227680
RL,2007.0,8.0,5,9801,851.0,0,3,3.0,7,257000
RL,,8.0,5,9428,880.0,0,3,2.0,8,297900
RL,2006.0,8.0,5,10037,480.0,0,3,2.0,6,247000
FV,,8.0,5,8640,588.0,0,3,2.0,6,212700
FV,2007.0,7.0,5,8640,529.0,0,3,2.0,6,250580
FV,,7.0,5,11639,480.0,0,3,2.0,6,182000
FV,2005.0,7.0,5,9803,603.0,0,3,,7,226700
FV,2003.0,8.0,5,9375,648.0,0,3,2.0,9,250000
FV,2005.0,7.0,5,10625,936.0,0,3,,9,250000
FV,2007.0,8.0,5,10800,836.0,0,3,2.0,8,339750
FV,,7.0,6,8125,562.0,0,3,2.0,7,205950
FV,2007.0,8.0,5,10625,660.0,0,3,2.0,7,256000
FV,2007.0,7.0,5,7500,462.0,0,2,,6,230348
FV,,6.0,5,8791,673.0,0,3,2.0,7,207500
RL,2004.0,7.0,5,7500,0.0,0,3,,6,141000
RL,2003.0,6.0,5,10110,542.0,0,3,2.0,7,188000
RL,2003.0,7.0,5,12774,478.0,0,3,,8,192500
RL,2005.0,6.0,5,13072,0.0,0,3,1.0,6,146000
RL,2004.0,,5,13695,576.0,0,3,1.0,6,159000
RL,2003.0,6.0,5,13695,576.0,0,3,1.0,6,155000
RL,2004.0,6.0,5,8366,520.0,0,3,,6,173000
RL,2007.0,7.0,5,9260,483.0,0,3,,6,170000
RL,1995.0,,5,8453,525.0,0,3,2.0,6,182000
RL,1993.0,6.0,5,8480,474.0,0,3,2.0,7,163000
RL,1994.0,6.0,5,8125,575.0,0,3,,7,193500
RL,1994.0,7.0,5,14565,483.0,0,3,2.0,6,189000
RL,2001.0,6.0,5,8450,627.0,0,3,,7,190500
RL,1992.0,7.0,5,8285,506.0,0,3,,7,175000
RL,1991.0,6.0,5,7153,496.0,0,3,2.0,6,179200
RL,1993.0,6.0,5,9291,506.0,0,3,2.0,7,187000
RL,1993.0,6.0,5,8012,533.0,0,2,2.0,5,193000
RL,1993.0,6.0,5,7892,530.0,0,2,2.0,5,153900
RL,1963.0,5.0,5,9100,384.0,0,3,1.0,5,128000
RL,1962.0,5.0,6,12968,352.0,0,2,1.0,4,144000
RL,1961.0,5.0,8,8100,420.0,0,3,1.0,5,135000
RL,1968.0,5.0,5,8450,308.0,0,3,1.0,5,115000
RL,1963.0,5.0,5,6360,276.0,0,3,1.0,5,119916
RL,,6.0,8,6768,288.0,0,3,,5,142000
RL,1974.0,6.0,5,19508,484.0,0,3,2.0,6,192000
RL,,5.0,4,10759,490.0,0,4,2.0,5,140000
RL,1990.0,6.0,5,9205,473.0,0,4,2.0,9,290000
RL,1993.0,9.0,5,11025,636.0,0,4,,10,372500
FV,2004.0,,5,4282,530.0,0,2,2.0,5,196000
FV,2006.0,7.0,5,4017,625.0,0,2,2.0,5,171900
FV,2004.0,7.0,5,3435,495.0,0,1,2.0,5,178000
FV,2005.0,6.0,5,3180,480.0,0,2,2.0,5,165000
FV,,7.0,5,3180,540.0,0,2,2.0,5,146000
FV,2007.0,7.0,5,3604,540.0,0,2,2.0,5,146000
FV,1999.0,,5,2280,440.0,0,3,2.0,6,179400
FV,1999.0,6.0,5,2280,440.0,0,3,2.0,6,172900
FV,2000.0,9.0,5,4765,495.0,0,2,2.0,5,300000
FV,2001.0,9.0,5,4538,545.0,0,1,1.0,5,285000
FV,2001.0,9.0,5,4385,588.0,0,2,1.0,5,290000
FV,1999.0,9.0,5,4109,484.0,0,2,2.0,5,305000
FV,1999.0,9.0,5,5119,506.0,0,2,,5,328900
FV,1999.0,,5,2160,462.0,0,2,,4,160000
FV,1999.0,7.0,5,2160,462.0,0,3,2.0,5,170000
FV,2001.0,7.0,5,10646,546.0,0,3,,7,223000
FV,1999.0,8.0,5,2645,480.0,0,3,2.0,7,170000
FV,,8.0,5,2645,480.0,0,3,2.0,7,200000
FV,1998.0,10.0,5,3951,846.0,0,2,,7,345000
RL,1996.0,8.0,5,14963,500.0,0,1,,4,245500
RL,,8.0,5,11064,477.0,0,1,,4,217500
RL,,8.0,5,10846,473.0,0,1,,6,324000
RL,1984.0,6.0,6,11120,516.0,0,3,2.0,6,162500
RL,1977.0,9.0,3,24572,864.0,0,3,2.0,9,150000
RL,,8.0,9,16280,550.0,0,3,3.0,6,290000
FV,2002.0,7.0,5,7500,469.0,0,3,,7,205000
RL,1970.0,7.0,6,10400,530.0,0,3,2.0,7,174000
RL,1969.0,6.0,6,11104,516.0,0,4,2.0,7,183000
RL,1968.0,6.0,5,11050,512.0,0,4,1.0,8,150000
RL,1971.0,6.0,7,11040,528.0,0,3,2.0,5,145000
RL,1967.0,7.0,7,15387,578.0,0,4,2.0,8,215000
RL,1965.0,5.0,6,9750,484.0,0,4,2.0,8,140500
RL,1974.0,6.0,7,10800,624.0,0,4,2.0,9,240000
RL,1968.0,5.0,6,8814,470.0,0,4,1.0,7,141000
RL,1965.0,,8,8872,576.0,0,2,1.0,5,147000
RL,1965.0,5.0,7,8125,576.0,0,3,1.0,5,135000
RL,1965.0,5.0,5,11072,576.0,0,6,2.0,10,145000
RL,1965.0,5.0,5,13101,576.0,0,6,2.0,10,142600
RL,,5.0,5,9246,506.0,0,4,,8,135000
RL,1971.0,7.0,6,13355,464.0,0,4,1.0,7,170000
RL,1976.0,8.0,9,8963,831.0,0,4,3.0,11,299800
RL,1974.0,6.0,6,9120,540.0,0,4,2.0,8,185000
RL,,6.0,8,9130,484.0,0,4,1.0,7,173000
RL,1961.0,7.0,9,12122,588.0,0,3,1.0,6,178400
RL,1968.0,7.0,5,9900,486.0,0,4,2.0,9,176000
RL,1956.0,5.0,5,7785,267.0,0,2,1.0,6,98000
RL,1957.0,4.0,6,8593,352.0,0,3,1.0,5,109008
RL,1956.0,,7,8475,283.0,0,2,1.0,4,135750
RL,1963.0,5.0,6,8700,525.0,0,3,2.0,6,155000
RL,,6.0,5,10175,576.0,0,3,2.0,7,180500
RL,1966.0,6.0,7,9020,490.0,0,3,1.0,6,174900
RL,1965.0,6.0,6,9200,384.0,0,3,1.0,5,140000
RL,,6.0,7,8250,504.0,0,3,1.0,6,145000
RL,1965.0,5.0,8,9350,502.0,0,3,,6,179900
RL,1964.0,,5,9020,520.0,0,3,1.0,6,168500
RL,1961.0,,5,9900,451.0,0,3,1.0,5,140000
RL,1959.0,5.0,7,10007,312.0,0,3,1.0,5,145500
RL,1959.0,6.0,6,10721,528.0,0,3,1.0,7,142000
RL,1960.0,4.0,5,12493,312.0,0,3,1.0,6,141000
RL,1960.0,5.0,7,11332,264.0,0,3,1.0,6,153000
RL,1949.0,3.0,6,6627,287.0,0,2,1.0,4,72500
RL,1935.0,3.0,6,4130,0.0,0,2,,5,52000
RL,1939.0,5.0,6,7420,205.0,0,2,1.0,5,118000
RL,,4.0,7,4882,231.0,0,2,1.0,5,87000
RL,1960.0,5.0,6,9600,450.0,0,3,2.0,6,141500
RL,1950.0,6.0,5,9600,288.0,0,3,1.0,6,119000
RL,1950.0,5.0,8,9600,264.0,0,3,1.0,7,141500
RL,,6.0,6,9600,377.0,0,3,1.0,8,165500
RL,1953.0,5.0,5,7584,312.0,0,3,1.0,5,112900
RL,,7.0,6,13700,492.0,0,4,1.0,8,201800
RL,1961.0,6.0,5,10197,504.0,0,3,1.0,6,163000
RL,1961.0,5.0,6,7875,456.0,0,3,1.0,6,139950
RL,,6.0,9,8400,462.0,0,3,1.0,7,174000
RL,1962.0,6.0,5,9150,296.0,0,3,1.0,6,165000
RL,1966.0,6.0,7,14670,480.0,0,4,2.0,9,227000
RL,1955.0,5.0,7,7390,260.0,0,3,1.0,6,135000
RL,1963.0,5.0,5,9204,336.0,0,3,,6,124000
RL,1962.0,5.0,7,7763,506.0,0,3,1.0,6,140000
RL,1957.0,,4,8856,292.0,0,3,,6,136500
RL,1959.0,,7,9840,480.0,0,2,2.0,7,185000
RL,1958.0,6.0,6,9120,433.0,0,3,1.0,6,163000
RL,1958.0,6.0,6,13200,441.0,0,3,1.0,5,166800
RL,1956.0,6.0,5,9000,297.0,0,2,1.0,6,139000
RL,1957.0,,5,11900,458.0,0,3,1.0,6,166000
RL,1958.0,6.0,7,9464,288.0,0,3,,5,136000
RL,,5.0,5,10425,384.0,0,3,1.0,5,133000
RL,1952.0,5.0,6,11556,240.0,0,2,1.0,4,116000
RL,,5.0,6,9373,636.0,0,3,,6,137500
RL,1953.0,5.0,5,12774,400.0,0,2,1.0,5,130000
RL,1957.0,6.0,5,14250,540.0,0,3,2.0,6,180000
RL,1951.0,5.0,7,7350,840.0,0,2,1.0,4,139000
RL,1953.0,5.0,5,7677,240.0,0,2,1.0,4,110000
RL,1957.0,5.0,3,8838,301.0,0,4,2.0,7,100000
RL,,,5,8480,336.0,0,2,1.0,6,118500
RL,1957.0,5.0,5,12436,484.0,0,5,,9,146000
RL,1948.0,4.0,6,10122,390.0,0,1,1.0,3,89900
RL,1925.0,5.0,8,7506,288.0,0,3,1.0,5,114000
RL,,5.0,6,10930,288.0,0,3,1.0,6,140000
RL,1940.0,4.0,7,5400,308.0,0,2,1.0,4,86900
RL,1922.0,5.0,5,10836,1488.0,0,3,1.0,7,139000
RL,1900.0,4.0,7,10800,0.0,0,3,2.0,7,106250
RL,1962.0,6.0,6,9247,490.0,0,4,,8,171000
RL,1968.0,,6,10180,372.0,0,3,,5,139000
RL,1958.0,7.0,7,11355,495.0,0,3,1.0,6,186000
RL,,6.0,5,10920,352.0,0,2,,5,157000
RL,1960.0,6.0,6,12929,401.0,0,3,1.0,5,148000
RL,,7.0,7,27650,505.0,0,4,2.0,9,242000
RL,1953.0,5.0,7,8892,414.0,0,3,,5,116000
RL,1951.0,5.0,7,7200,576.0,0,2,1.0,5,94000
RL,,5.0,5,7200,420.0,0,3,,7,98300
RL,1960.0,5.0,5,7910,404.0,0,4,2.0,7,127000
RL,1959.0,5.0,6,8000,311.0,0,3,,6,159000
RL,1962.0,5.0,5,8000,299.0,0,3,1.0,6,125900
RL,1960.0,5.0,6,7931,308.0,0,3,1.0,6,155000
RL,1948.0,,6,8064,576.0,0,3,2.0,5,138000
RL,1954.0,6.0,7,6390,280.0,0,2,,4,112500
RL,1954.0,6.0,6,7227,528.0,0,2,1.0,4,105500
RL,1954.0,6.0,5,7200,240.0,0,4,,6,127500
RL,1961.0,5.0,5,8513,0.0,0,6,2.0,10,130000
RL,1955.0,5.0,6,7200,480.0,0,3,1.0,6,150000
RL,1954.0,5.0,7,7200,350.0,0,2,,4,109500
RL,1963.0,,5,7056,483.0,0,4,1.0,8,140000
RL,1964.0,6.0,6,9760,442.0,0,4,1.0,7,167900
RL,1963.0,5.0,5,7590,264.0,0,3,1.0,6,136870
