Order,MS Zoning,Year Built,Overall Qual,Overall Cond,Lot Area,Garage Area,Pool Area,Bedroom AbvGr,Full Bath,TotRms AbvGrd,SalePrice
787,RL,1955.0,3.0,5,13680,452.0,0,4,2.0,8,139600
788,RL,1954.0,,5,15635,498.0,0,2,1.0,6,122000
789,RL,1956.0,6.0,5,9855,480.0,0,3,1.0,7,127500
790,RL,1956.0,5.0,5,9571,340.0,0,2,1.0,5,121500
791,RL,1958.0,,3,9571,350.0,0,3,1.0,5,60000
792,RL,1946.0,6.0,7,9350,240.0,0,3,1.0,6,154400
793,RL,1941.0,4.0,6,9340,234.0,0,2,1.0,4,113000
794,RL,1954.0,5.0,6,7440,252.0,0,3,1.0,5,125000
795,RL,1957.0,,3,11500,290.0,0,3,1.0,5,84000
796,RL,1984.0,5.0,5,4235,266.0,0,2,,5,139500
797,RL,1949.0,5.0,4,11409,281.0,0,3,1.0,8,131000
798,RL,1939.0,6.0,5,9060,280.0,0,2,1.0,6,105000
799,RL,1940.0,4.0,5,9084,296.0,0,4,1.0,7,108000
800,RL,1990.0,7.0,6,10778,462.0,0,1,1.0,4,162000
801,RL,1983.0,6.0,5,19255,576.0,0,2,1.0,5,156500
802,RL,1983.0,8.0,8,12327,612.0,0,1,1.0,5,316600
803,RL,1990.0,7.0,7,14684,701.0,0,3,,7,271900
804,RL,1993.0,7.0,5,9317,425.0,0,3,2.0,7,213000
805,RL,1993.0,7.0,5,10560,473.0,0,3,2.0,8,239900
806,RL,1995.0,8.0,5,9828,466.0,0,3,2.0,8,239500
807,RL,1880.0,5.0,7,26400,576.0,0,4,1.0,7,131000
808,RL,1979.0,5.0,5,7018,410.0,0,4,2.0,8,118964
809,RL,1979.0,5.0,5,7018,528.0,0,2,0.0,6,153337
810,RL,1979.0,5.0,5,7018,720.0,0,6,2.0,8,147983
811,RL,1979.0,5.0,5,7018,400.0,0,4,2.0,8,118858
812,RL,1979.0,5.0,5,7018,400.0,0,4,2.0,8,118858
813,RL,1979.0,,5,7018,528.0,0,6,2.0,12,142953
814,RL,,5.0,5,7040,672.0,0,2,0.0,6,148325
815,RL,1979.0,5.0,5,7007,400.0,0,4,2.0,8,113722
816,RL,2000.0,7.0,5,11855,820.0,0,6,,8,269500
817,RL,2000.0,7.0,5,7939,820.0,0,6,4.0,8,269500
818,RL,2000.0,7.0,5,7976,820.0,0,6,4.0,8,269500
819,RL,2009.0,9.0,5,10933,1138.0,0,1,1.0,8,323262
820,RL,2007.0,8.0,5,10637,826.0,0,3,2.0,7,297000
821,RL,2008.0,8.0,5,10226,860.0,0,3,2.0,8,295493
822,RL,2008.0,9.0,5,10816,846.0,0,3,2.0,8,332000
823,RL,2008.0,8.0,5,9178,904.0,0,3,2.0,6,239900
824,RL,,8.0,5,10769,578.0,0,3,2.0,7,212000
825,RL,2007.0,8.0,5,11422,524.0,0,3,2.0,7,272500
826,RL,2007.0,9.0,5,11923,702.0,0,2,2.0,7,239000
827,RL,,7.0,5,8814,660.0,0,3,2.0,8,220000
828,RL,2007.0,7.0,5,6762,662.0,0,2,2.0,6,200000
829,RL,2008.0,8.0,5,10324,810.0,0,2,2.0,5,221800
830,RL,,7.0,5,7314,632.0,0,2,2.0,6,194500
831,RL,2005.0,8.0,5,11645,844.0,0,3,,7,237000
832,RL,2005.0,6.0,5,11646,440.0,0,3,2.0,7,173000
833,RL,1989.0,7.0,5,12800,569.0,0,2,2.0,5,275000
834,RL,1992.0,7.0,5,16698,525.0,0,3,2.0,7,233500
835,RL,1967.0,5.0,5,28698,538.0,0,3,2.0,7,185000
836,RL,1996.0,,5,12464,576.0,0,3,1.0,6,152000
837,RL,1994.0,5.0,7,9757,440.0,0,3,1.0,5,143000
838,RL,1997.0,6.0,5,15426,470.0,0,3,2.0,7,231500
839,RL,1996.0,7.0,6,10667,550.0,0,3,2.0,6,212000
840,RL,1998.0,7.0,5,14753,539.0,0,3,2.0,5,207000
841,RL,1994.0,5.0,5,10859,672.0,0,3,,6,145000
842,RL,1994.0,5.0,5,8072,480.0,0,3,1.0,5,138000
843,RL,1998.0,7.0,5,10400,546.0,0,3,2.0,6,197900
844,RL,1999.0,7.0,5,10335,577.0,0,3,2.0,6,204000
845,RL,1999.0,7.0,5,9017,666.0,0,3,2.0,6,192000
846,RL,1998.0,6.0,5,8750,492.0,0,3,2.0,7,200000
847,RL,2002.0,7.0,5,8935,493.0,0,3,2.0,7,195000
848,RL,2002.0,7.0,5,9808,544.0,0,3,2.0,6,227000
849,RL,2001.0,7.0,5,12420,622.0,0,3,2.0,6,230000
850,RL,2001.0,7.0,5,16285,605.0,0,3,2.0,6,187100
851,RL,2002.0,,5,10739,577.0,0,3,,6,203000
852,RL,2001.0,7.0,5,11166,608.0,0,3,2.0,6,201000
853,RL,1978.0,5.0,5,8430,0.0,0,3,2.0,5,124000
854,RL,1978.0,5.0,5,16269,343.0,0,3,,5,140000
855,RL,1979.0,5.0,7,6950,444.0,0,2,1.0,5,134900
856,RL,1977.0,5.0,7,8800,484.0,0,3,,5,150500
857,RL,1978.0,5.0,8,7000,336.0,0,3,1.0,6,136500
858,RL,1977.0,5.0,7,9286,252.0,0,3,1.0,5,143500
859,RL,1972.0,5.0,6,15523,338.0,0,3,1.0,5,133500
860,RL,1972.0,5.0,5,7200,600.0,0,2,1.0,6,123000
861,RL,1972.0,5.0,8,7200,396.0,0,2,1.0,5,133900
862,RL,,5.0,7,8445,396.0,0,2,1.0,5,133000
863,RL,2002.0,7.0,5,11664,1231.0,0,3,,6,250000
864,RL,2003.0,8.0,5,12334,570.0,0,4,2.0,8,254750
865,RL,2001.0,8.0,5,11838,522.0,0,3,2.0,7,236500
866,RL,2001.0,8.0,5,11885,531.0,0,3,2.0,7,261500
867,RL,2000.0,,5,11050,736.0,0,3,2.0,8,313000
868,RL,,7.0,5,8749,550.0,0,3,2.0,6,198500
869,RL,2001.0,7.0,5,11250,608.0,0,3,2.0,6,211000
870,RL,1999.0,8.0,5,15750,521.0,0,2,2.0,5,220000
871,RL,,7.0,5,11883,478.0,0,3,2.0,6,203000
872,RL,2002.0,8.0,5,12782,523.0,0,3,2.0,7,279500
873,RL,1997.0,7.0,5,8750,511.0,0,3,2.0,7,210000
874,RL,,,5,9375,645.0,0,3,2.0,8,219500
875,RL,1996.0,7.0,5,8750,512.0,0,2,2.0,7,191000
876,RL,2001.0,7.0,5,9100,573.0,0,3,,6,178000
877,RL,2000.0,7.0,5,9750,451.0,0,3,2.0,6,213000
878,RM,2003.0,6.0,5,4435,420.0,0,1,1.0,4,144000
879,RM,2003.0,6.0,5,4435,420.0,0,1,1.0,4,140000
880,RL,2007.0,8.0,5,10200,810.0,0,3,2.0,7,293200
881,RL,2004.0,7.0,5,9313,572.0,0,3,2.0,7,190000
882,RL,2004.0,7.0,5,8487,570.0,0,3,2.0,6,190000
883,RL,2005.0,6.0,5,8633,540.0,0,3,2.0,7,173500
884,RL,2007.0,6.0,5,11069,440.0,0,3,2.0,6,170000
885,RL,1949.0,4.0,5,8777,520.0,0,2,2.0,5,108000
886,RL,1964.0,5.0,7,9937,480.0,0,3,1.0,7,167000
887,RL,1938.0,4.0,6,8877,288.0,0,2,1.0,3,100000
888,RL,2003.0,7.0,5,7301,672.0,0,4,3.0,7,198500
889,RL,1977.0,6.0,6,7950,440.0,0,3,1.0,6,159500
890,RL,1960.0,4.0,6,10682,544.0,0,3,1.0,7,127000
891,RL,1976.0,6.0,6,7200,352.0,0,3,1.0,6,125000
892,RL,,9.0,5,13286,768.0,0,3,2.0,8,320000
893,RM,2005.0,6.0,5,3675,525.0,0,2,1.0,5,145500
894,RL,1947.0,5.0,9,9405,0.0,0,2,1.0,4,118000
895,RL,1959.0,4.0,5,6410,320.0,0,3,1.0,5,85000
896,RL,,5.0,5,11767,195.0,0,3,1.0,6,120000
897,RL,1945.0,,3,8405,240.0,0,4,2.0,9,98000
898,RL,1922.0,5.0,8,4060,0.0,0,2,1.0,4,99900
899,RL,1952.0,,3,10206,528.0,0,2,1.0,4,82000
900,RL,1959.0,5.0,5,10926,0.0,0,6,2.0,10,119900
901,RL,1956.0,5.0,5,11767,313.0,0,2,1.0,7,103500
902,RL,1956.0,4.0,3,8926,288.0,0,3,1.0,5,112000
903,RL,1920.0,6.0,8,12354,528.0,0,3,1.0,7,110000
904,RL,1941.0,5.0,6,8212,256.0,0,3,1.0,6,122000
905,RL,1941.0,5.0,5,10998,660.0,0,3,2.0,6,117000
906,RH,1938.0,5.0,4,6300,250.0,0,3,1.0,7,160000
907,RH,1932.0,5.0,5,4500,281.0,0,3,1.0,6,159434
908,RL,1920.0,2.0,5,8400,246.0,0,1,1.0,3,60000
909,RL,,6.0,7,9900,240.0,0,3,2.0,7,139500
910,RL,1920.0,7.0,3,15863,672.0,0,5,,12,197000
911,RL,1935.0,6.0,6,5707,180.0,0,3,1.0,6,105000
912,RL,1928.0,4.0,3,7804,576.0,0,4,,7,135000
913,RL,1916.0,6.0,8,8574,440.0,0,3,,6,147500
914,RL,1925.0,6.0,6,6171,216.0,0,3,2.0,7,137450
915,RL,1936.0,7.0,9,7200,576.0,0,3,1.0,6,155000
916,RL,1928.0,6.0,6,7558,342.0,0,3,,9,177000
917,RL,1928.0,7.0,7,6292,216.0,0,3,2.0,6,145000
918,RL,1918.0,7.0,8,7155,215.0,0,3,1.0,6,137000
919,RL,1926.0,7.0,9,10918,282.0,0,3,1.0,9,234000
920,RL,,5.0,6,13680,440.0,0,2,1.0,6,205000
921,RL,1942.0,6.0,7,7500,213.0,0,3,1.0,7,177500
922,RL,1940.0,5.0,7,9600,256.0,0,2,1.0,7,160000
923,RL,1960.0,5.0,4,14680,307.0,0,2,,5,155000
924,RL,1921.0,5.0,7,13360,432.0,0,2,1.0,5,163500
925,RL,1921.0,5.0,6,7681,186.0,0,3,1.0,7,154900
926,RL,1940.0,7.0,6,8145,400.0,0,5,2.0,13,205000
927,RL,1954.0,5.0,6,9100,390.0,0,2,1.0,6,144800
928,RL,1941.0,7.0,7,12000,234.0,0,3,1.0,7,174500
929,RL,1960.0,6.0,6,13339,463.0,0,3,2.0,6,193000
930,RL,1949.0,5.0,7,15600,295.0,0,3,2.0,7,158000
931,RL,1950.0,6.0,8,14000,300.0,0,3,1.0,6,158500
932,RL,1954.0,6.0,5,17500,576.0,0,3,1.0,6,224000
933,RM,1980.0,6.0,6,1733,452.0,0,2,1.0,5,115000
934,RM,1980.0,6.0,6,1488,462.0,0,2,1.0,5,137000
935,RM,,6.0,6,1612,462.0,0,2,1.0,5,121000
936,RM,1980.0,6.0,6,1300,462.0,0,2,,5,124000
937,RL,1986.0,6.0,6,13607,501.0,0,3,2.0,6,208000
938,RL,1971.0,7.0,9,17597,551.0,0,3,2.0,7,315000
939,RL,1988.0,6.0,9,21695,540.0,0,3,,5,222000
940,RM,1920.0,5.0,7,10690,468.0,0,3,1.0,6,147000
941,RM,1900.0,,6,8660,576.0,0,5,2.0,11,123000
942,RM,1920.0,5.0,5,6402,189.0,0,3,1.0,6,78000
943,C (all),1915.0,3.0,2,8470,0.0,0,2,1.0,6,85000
944,C (all),1925.0,4.0,6,10200,200.0,0,2,,4,75000
945,RM,2007.0,8.0,5,3843,482.0,0,2,2.0,5,230000
946,I (all),1910.0,,4,21780,280.0,0,1,1.0,4,57625
947,RL,2000.0,8.0,5,10125,642.0,0,3,,7,251000
948,RL,2003.0,7.0,5,12822,670.0,0,1,1.0,6,239686
949,RL,2004.0,7.0,5,12118,550.0,0,3,2.0,7,240000
950,RL,2001.0,6.0,5,12209,560.0,0,3,2.0,7,215000
951,RL,1977.0,6.0,6,9750,351.0,0,2,1.0,5,156450
952,RL,1977.0,6.0,7,9360,541.0,0,2,1.0,5,173000
953,RL,1977.0,5.0,5,10125,539.0,0,4,2.0,8,126000
954,RL,1990.0,7.0,5,9947,497.0,0,3,2.0,6,173000
955,RL,1991.0,5.0,5,11070,672.0,0,2,2.0,5,152000
956,RL,1958.0,6.0,6,14375,525.0,0,3,,7,137500
957,RL,1965.0,7.0,5,215245,513.0,0,3,2.0,8,375000
958,RL,2007.0,,5,12898,912.0,0,2,2.0,6,315500
959,RL,2009.0,,5,13159,650.0,0,3,2.0,6,224500
960,RL,2008.0,9.0,5,13438,780.0,0,3,,9,410000
961,RL,2008.0,9.0,5,14463,885.0,0,3,2.0,7,316500
962,RL,2007.0,8.0,5,8925,610.0,0,3,2.0,7,201000
963,RL,1988.0,6.0,5,11457,576.0,0,3,2.0,6,175000
964,RL,1980.0,6.0,8,9839,440.0,0,3,,7,204000
965,RL,1987.0,7.0,5,14419,578.0,0,3,2.0,7,213500
966,RL,2001.0,8.0,5,6853,471.0,0,2,2.0,6,220000
967,RL,2003.0,7.0,5,9157,486.0,0,3,2.0,9,170000
968,RL,2006.0,9.0,5,14601,765.0,0,2,2.0,8,315000
969,RL,2007.0,9.0,5,12633,920.0,0,2,2.0,7,425000
970,RL,1968.0,5.0,7,12518,384.0,0,3,1.0,6,139500
971,RL,1960.0,5.0,4,21750,336.0,0,3,1.0,9,115000
972,RM,1998.0,6.0,5,4500,412.0,0,2,2.0,5,162000
973,RM,1999.0,6.0,5,4500,402.0,0,2,2.0,5,165000
974,RM,1973.0,4.0,5,1596,297.0,0,2,1.0,5,91000
975,RL,1968.0,5.0,6,9858,288.0,0,3,1.0,5,130000
976,RM,1970.0,4.0,8,1526,286.0,0,1,1.0,3,86000
977,RL,1969.0,5.0,5,13383,504.0,0,3,2.0,7,160000
978,RM,1970.0,,4,1477,286.0,0,1,1.0,3,80000
979,RM,1970.0,4.0,6,1533,0.0,0,3,1.0,6,97000
980,RM,1970.0,4.0,4,2217,286.0,0,3,,6,88000
981,RL,1972.0,5.0,8,7689,336.0,0,2,1.0,4,131900
982,RL,1993.0,6.0,5,7706,429.0,0,2,1.0,5,131250
983,RL,1978.0,5.0,6,9101,602.0,0,1,1.0,4,165500
984,RL,1985.0,5.0,5,8780,0.0,0,3,,5,112000
985,RL,1992.0,,6,7669,698.0,0,2,1.0,5,149000
986,RL,1993.0,5.0,5,14115,480.0,0,1,1.0,5,143000
987,RL,1992.0,5.0,5,10429,440.0,0,3,1.0,6,130000
988,RL,1977.0,6.0,5,9819,714.0,0,2,2.0,5,196000
989,RL,1969.0,5.0,7,10457,898.0,0,4,1.0,7,173000
990,RL,1958.0,6.0,8,11029,601.0,0,3,1.0,6,176500
991,RL,1970.0,6.0,7,12925,550.0,0,4,2.0,7,237500
992,RL,1969.0,6.0,5,11075,576.0,0,4,2.0,9,206900
993,RL,1997.0,6.0,5,8702,470.0,0,3,,7,187500
994,RL,1995.0,6.0,5,8139,420.0,0,3,2.0,7,165000
995,RL,,6.0,5,9535,472.0,0,3,2.0,7,195500
996,RL,1998.0,6.0,5,9042,472.0,0,3,2.0,7,192000
997,RL,1996.0,6.0,5,15038,386.0,0,3,2.0,7,173000
998,RL,1996.0,5.0,5,14137,404.0,0,3,2.0,7,177900
999,RL,1996.0,7.0,5,21872,406.0,0,3,2.0,6,175000
1000,RL,2001.0,8.0,5,4923,682.0,0,0,1.0,5,286000
1001,RL,1997.0,8.0,5,6264,528.0,0,1,1.0,6,247900
1002,RL,1993.0,8.0,5,5395,462.0,0,2,2.0,5,180000
1003,RL,1992.0,8.0,5,5070,506.0,0,2,2.0,5,180000
1004,RL,1997.0,6.0,5,10839,470.0,0,3,,7,181000
1005,RL,,6.0,5,11184,460.0,0,3,2.0,7,183000
1006,RL,1995.0,6.0,5,8000,431.0,0,3,2.0,8,188000
1007,RL,1994.0,7.0,5,10832,409.0,0,3,2.0,7,194500
1008,RL,1991.0,6.0,5,14067,416.0,0,3,2.0,7,185000
1009,RL,1988.0,8.0,5,4671,472.0,0,2,2.0,5,189000
1010,RL,1989.0,8.0,5,5950,462.0,0,2,2.0,5,188500
1011,RL,2005.0,8.0,5,13543,683.0,0,5,3.0,9,355000
1012,RL,2005.0,9.0,5,11198,656.0,0,4,2.0,11,325000
1013,RL,2004.0,9.0,5,15401,670.0,0,2,2.0,7,387000
1014,RL,1952.0,6.0,2,31220,495.0,0,3,1.0,7,115000
1015,RL,2007.0,9.0,5,8118,557.0,0,2,2.0,6,334000
1016,RL,1950.0,6.0,5,47280,738.0,0,3,2.0,6,133000
1017,RL,1986.0,7.0,6,20544,542.0,0,3,2.0,7,215000
1018,RL,1988.0,7.0,6,12680,528.0,0,2,2.0,6,226500
1019,RL,,,6,12090,576.0,0,3,2.0,7,175500
1020,RL,,7.0,7,10825,598.0,0,3,2.0,6,181900
1021,RL,1978.0,7.0,5,18559,550.0,0,3,2.0,7,235000
1022,RL,1979.0,7.0,5,14450,551.0,0,3,2.0,6,220000
1023,RL,1977.0,6.0,7,12227,619.0,0,4,2.0,11,272000
1024,RL,1976.0,6.0,5,13068,461.0,0,3,2.0,6,161000
1025,RL,1977.0,,6,15611,540.0,0,3,2.0,6,175000
1026,RL,1980.0,7.0,6,10400,489.0,0,3,2.0,7,185000
1027,RL,1969.0,5.0,6,9743,484.0,0,3,1.0,7,146900
1028,RL,1978.0,7.0,7,12511,1314.0,0,4,2.0,8,292500
1029,RL,1976.0,6.0,5,11361,478.0,0,3,2.0,7,180000
1030,RL,1976.0,6.0,5,10400,473.0,0,2,2.0,5,159900
1031,RL,1976.0,7.0,6,10480,483.0,0,4,2.0,8,205000
1032,RL,1973.0,,6,10000,439.0,0,3,1.0,5,157000
1033,RL,1996.0,8.0,5,14311,787.0,0,4,2.0,9,306000
1034,RL,1974.0,5.0,5,9000,480.0,0,4,2.0,8,133000
1035,RL,1969.0,6.0,8,9750,460.0,0,3,1.0,6,151000
1036,RL,1969.0,4.0,6,10295,288.0,0,2,1.0,4,111900
1037,RL,1971.0,5.0,5,7560,576.0,0,3,1.0,5,123000
1038,RL,1972.0,4.0,5,12735,576.0,0,3,1.0,5,111250
1039,RH,,6.0,5,4060,511.0,0,2,2.0,5,181000
1040,RM,1973.0,6.0,5,1680,264.0,0,2,1.0,5,103400
1041,RM,1973.0,6.0,5,1680,264.0,0,2,1.0,5,100000
1042,RM,1972.0,6.0,6,1890,352.0,0,2,1.0,5,100500
1043,RM,1970.0,6.0,6,1869,280.0,0,2,1.0,5,106000
1044,RM,1971.0,6.0,5,1680,264.0,0,2,1.0,4,85400
1045,RM,1971.0,6.0,3,1680,264.0,0,2,1.0,5,89500
1046,RM,1972.0,5.0,5,1680,264.0,0,3,2.0,6,111750
1047,RL,1977.0,,6,4043,440.0,0,2,2.0,4,140000
1048,RL,1975.0,6.0,6,2308,460.0,0,4,,7,143000
1049,RL,,7.0,6,2529,440.0,0,2,2.0,4,148500
1050,RL,1966.0,5.0,5,9477,264.0,0,3,1.0,5,110000
1051,RL,2008.0,8.0,5,12444,774.0,0,2,,7,394617
1052,RL,2007.0,10.0,5,12474,846.0,0,3,2.0,9,426000
1053,RL,2007.0,10.0,5,14803,1220.0,0,2,2.0,7,385000
1054,RL,2008.0,9.0,5,14948,858.0,0,3,,11,446261
1055,RL,,8.0,5,12704,905.0,0,3,2.0,7,317500
1056,RL,2007.0,8.0,5,13891,866.0,0,2,2.0,6,372402
1057,RL,2007.0,8.0,5,13693,650.0,0,4,2.0,9,417500
1058,RL,2007.0,9.0,5,14418,706.0,0,2,2.0,7,383000
1059,RL,2006.0,9.0,5,13418,850.0,0,4,2.0,9,390000
1060,RL,2005.0,10.0,5,12539,1150.0,0,4,2.0,10,460000
1061,RL,2005.0,9.0,5,12151,1003.0,0,3,2.0,9,379000
1062,RL,2007.0,8.0,5,8899,656.0,0,4,2.0,10,250000
1063,RL,2004.0,8.0,5,10574,756.0,0,4,2.0,9,316000
1064,RL,2003.0,10.0,5,12720,789.0,144,1,1.0,7,615000
1065,RL,2003.0,9.0,5,13688,726.0,0,3,2.0,10,412500
1066,RL,2003.0,7.0,5,10625,871.0,0,3,2.0,8,284000
1067,RL,2003.0,8.0,5,10845,732.0,0,2,2.0,7,284000
1068,RL,2001.0,8.0,5,16900,746.0,0,4,2.0,10,421250
1069,RL,2003.0,8.0,5,16451,795.0,0,4,2.0,9,370000
1070,RL,2008.0,9.0,5,10110,870.0,0,2,2.0,7,336860
1071,RL,2008.0,9.0,5,8769,1052.0,0,1,1.0,7,367294
1072,RL,2005.0,7.0,5,12304,484.0,0,2,2.0,6,192000
1073,RL,,8.0,5,12677,588.0,0,1,1.0,6,274000
1074,RL,2005.0,9.0,5,8849,564.0,0,2,2.0,6,266000
1075,RL,2007.0,9.0,5,8232,944.0,0,2,2.0,6,370967
1076,RL,2006.0,8.0,5,6240,550.0,0,2,2.0,6,234250
1077,RL,2006.0,8.0,5,6240,550.0,0,2,2.0,6,219500
1078,RL,2003.0,7.0,5,2448,474.0,0,2,2.0,6,155000
1079,RL,2003.0,7.0,5,2448,474.0,0,2,2.0,6,154000
1080,RM,2004.0,7.0,5,8198,484.0,0,2,2.0,6,207000
1081,RL,2003.0,7.0,5,3940,644.0,0,2,2.0,6,195000
1082,RM,2004.0,7.0,5,3940,668.0,0,2,2.0,7,219990
1083,RL,2005.0,7.0,5,3182,437.0,0,2,2.0,7,191000
1084,RL,2007.0,7.0,5,3182,388.0,0,2,2.0,6,159895
1085,RL,2007.0,7.0,5,3710,428.0,0,2,2.0,5,187687
1086,RL,2004.0,6.0,5,9024,393.0,0,3,2.0,8,179000
1087,RL,2004.0,6.0,5,7415,398.0,0,3,2.0,8,193000
1088,RL,2005.0,7.0,5,9587,400.0,0,2,2.0,5,190000
1089,RL,2005.0,6.0,5,8029,400.0,0,3,2.0,8,176000
1090,RL,2002.0,7.0,5,8010,400.0,0,3,2.0,7,188000
1091,RL,2003.0,7.0,5,8396,434.0,0,4,2.0,9,213000
1092,RL,2007.0,7.0,6,7301,484.0,0,2,2.0,6,217300
1093,RL,2000.0,6.0,5,10261,451.0,0,3,2.0,8,186500
1094,RL,2000.0,7.0,5,8220,431.0,0,3,,8,226750
1095,RL,2004.0,7.0,5,15384,388.0,0,3,2.0,8,184000
1096,RL,2002.0,7.0,5,7750,403.0,0,3,2.0,6,176000
1097,RL,1999.0,7.0,5,12460,400.0,0,4,2.0,8,225000
1098,RL,1999.0,7.0,5,8390,450.0,0,3,2.0,7,185900
1099,RL,1997.0,8.0,5,9660,516.0,0,3,,9,284500
1100,RL,,8.0,5,9200,696.0,0,4,2.0,8,315000
1101,RL,2000.0,8.0,5,14260,836.0,0,4,2.0,9,250000
1102,RL,2000.0,9.0,5,11000,687.0,0,4,2.0,8,291000
1103,RL,1998.0,8.0,5,11675,938.0,0,2,2.0,5,350000
1104,RL,1996.0,7.0,5,10990,576.0,0,4,2.0,12,279500
1105,RL,1995.0,8.0,7,11929,751.0,0,4,,9,290000
1106,RL,1995.0,8.0,6,10437,839.0,0,2,2.0,7,350000
1107,RL,1993.0,7.0,5,10542,983.0,0,3,2.0,9,341000
1108,RL,1993.0,,5,10010,783.0,0,4,2.0,9,287500
1109,RL,1994.0,7.0,5,10944,525.0,0,3,,5,271000
1110,RL,1994.0,8.0,5,14303,691.0,0,2,2.0,7,301500
1111,RL,2007.0,8.0,5,11932,830.0,0,3,2.0,7,235128
1112,RL,2007.0,6.0,5,14598,668.0,0,4,2.0,9,214000
1113,RL,2006.0,8.0,5,11957,824.0,0,3,2.0,7,232000
1114,RL,2006.0,7.0,5,13253,642.0,0,3,2.0,7,240000
1115,RL,2008.0,9.0,5,14587,592.0,0,2,2.0,6,264132
1116,RL,2007.0,8.0,5,10206,758.0,0,3,,6,245000
1117,RL,2008.0,7.0,5,12274,554.0,0,3,2.0,6,227680
1118,RL,2007.0,8.0,5,9801,851.0,0,3,3.0,7,257000
1119,RL,2007.0,8.0,5,9428,880.0,0,3,,8,297900
1120,RL,2006.0,8.0,5,10037,480.0,0,3,2.0,6,247000
1121,FV,2007.0,8.0,5,8640,588.0,0,3,2.0,6,212700
1122,FV,2007.0,7.0,5,8640,529.0,0,3,2.0,6,250580
1123,FV,2007.0,,5,11639,480.0,0,3,2.0,6,182000
1124,FV,2005.0,7.0,5,9803,603.0,0,3,2.0,7,226700
1125,FV,2003.0,8.0,5,9375,648.0,0,3,2.0,9,250000
1126,FV,2005.0,,5,10625,936.0,0,3,2.0,9,250000
1127,FV,2007.0,8.0,5,10800,836.0,0,3,2.0,8,339750
1128,FV,2007.0,7.0,6,8125,562.0,0,3,2.0,7,205950
1129,FV,2007.0,8.0,5,10625,660.0,0,3,,7,256000
1130,FV,2007.0,7.0,5,7500,462.0,0,2,2.0,6,230348
1131,FV,2003.0,6.0,5,8791,673.0,0,3,2.0,7,207500
1132,RL,,7.0,5,7500,0.0,0,3,1.0,6,141000
1133,RL,2003.0,6.0,5,10110,542.0,0,3,2.0,7,188000
1134,RL,2003.0,7.0,5,12774,478.0,0,3,2.0,8,192500
1135,RL,2005.0,,5,13072,0.0,0,3,,6,146000
1136,RL,2004.0,5.0,5,13695,576.0,0,3,1.0,6,159000
1137,RL,2003.0,6.0,5,13695,576.0,0,3,1.0,6,155000
1138,RL,2004.0,,5,8366,520.0,0,3,2.0,6,173000
1139,RL,2007.0,7.0,5,9260,483.0,0,3,,6,170000
1140,RL,1995.0,6.0,5,8453,525.0,0,3,2.0,6,182000
1141,RL,1993.0,6.0,5,8480,474.0,0,3,2.0,7,163000
1142,RL,1994.0,6.0,5,8125,575.0,0,3,2.0,7,193500
1143,RL,1994.0,7.0,5,14565,483.0,0,3,2.0,6,189000
1144,RL,2001.0,6.0,5,8450,627.0,0,3,2.0,7,190500
1145,RL,1992.0,7.0,5,8285,506.0,0,3,2.0,7,175000
1146,RL,1991.0,6.0,5,7153,496.0,0,3,,6,179200
1147,RL,1993.0,6.0,5,9291,506.0,0,3,2.0,7,187000
1148,RL,1993.0,6.0,5,8012,533.0,0,2,2.0,5,193000
1149,RL,1993.0,6.0,5,7892,530.0,0,2,2.0,5,153900
1150,RL,1963.0,5.0,5,9100,384.0,0,3,1.0,5,128000
1151,RL,1962.0,5.0,6,12968,352.0,0,2,1.0,4,144000
1152,RL,1961.0,5.0,8,8100,420.0,0,3,1.0,5,135000
1153,RL,1968.0,5.0,5,8450,308.0,0,3,1.0,5,115000
1154,RL,1963.0,,5,6360,276.0,0,3,1.0,5,119916
1155,RL,1961.0,6.0,8,6768,288.0,0,3,1.0,5,142000
1156,RL,,6.0,5,19508,484.0,0,3,2.0,6,192000
1157,RL,1972.0,5.0,4,10759,490.0,0,4,2.0,5,140000
1158,RL,1990.0,6.0,5,9205,473.0,0,4,2.0,9,290000
1159,RL,1993.0,9.0,5,11025,636.0,0,4,2.0,10,372500
1160,FV,2004.0,7.0,5,4282,530.0,0,2,2.0,5,196000
1161,FV,2006.0,7.0,5,4017,625.0,0,2,2.0,5,171900
1162,FV,2004.0,7.0,5,3435,495.0,0,1,2.0,5,178000
1163,FV,2005.0,6.0,5,3180,480.0,0,2,,5,165000
1164,FV,2007.0,7.0,5,3180,540.0,0,2,2.0,5,146000
1165,FV,2007.0,7.0,5,3604,540.0,0,2,2.0,5,146000
1166,FV,1999.0,7.0,5,2280,440.0,0,3,2.0,6,179400
1167,FV,1999.0,6.0,5,2280,440.0,0,3,2.0,6,172900
1168,FV,2000.0,9.0,5,4765,495.0,0,2,2.0,5,300000
1169,FV,,9.0,5,4538,545.0,0,1,,5,285000
1170,FV,2001.0,9.0,5,4385,588.0,0,2,1.0,5,290000
1171,FV,1999.0,9.0,5,4109,484.0,0,2,,5,305000
1172,FV,1999.0,9.0,5,5119,506.0,0,2,2.0,5,328900
1173,FV,1999.0,7.0,5,2160,462.0,0,2,2.0,4,160000
1174,FV,,7.0,5,2160,462.0,0,3,2.0,5,170000
1175,FV,2001.0,7.0,5,10646,546.0,0,3,2.0,7,223000
1176,FV,1999.0,8.0,5,2645,480.0,0,3,2.0,7,170000
